,alcohol,density,chlorides,total sulfur dioxide,citric acid,residual sugar,quality
1328,9.9,0.9937,0.037000000000000005,210.0,0.29,2.25,0
1329,9.1,1.00016,0.047,218.0,0.25,17.75,0
1330,12.0,0.99216,0.036000000000000004,140.0,0.31,9.1,1
1331,10.5,0.9932,0.05,92.0,0.4,2.0,0
1332,12.2,0.9918,0.035,109.0,0.28,4.9,1
1333,12.7,0.99134,0.022000000000000002,97.0,0.45,7.7,1
1334,12.0,0.9953,0.028999999999999998,131.0,0.3,13.9,1
1335,12.2,0.9917299999999999,0.04,143.0,0.3,5.0,1
1336,9.5,0.9966299999999999,0.048,136.0,0.25,11.2,0
1337,10.9,0.9918399999999999,0.034,77.0,0.36,2.4,0
1338,9.7,0.99687,0.038,111.0,0.55,11.95,0
1339,13.0,0.9908799999999999,0.032,118.0,0.27,5.8,1
1340,10.8,0.9921399999999999,0.037000000000000005,144.0,0.29,4.2,1
1341,10.1,0.9924,0.057,128.0,0.1,1.6,0
1342,11.8,0.993,0.026000000000000002,71.0,0.3,8.1,0
1343,9.7,0.99418,0.05,133.0,0.21,4.0,0
1344,9.5,0.9934,0.036000000000000004,117.0,0.36,1.3,1
1345,11.0,0.9924,0.038,119.0,0.23,4.2,0
1346,11.2,0.9923,0.052000000000000005,183.0,0.31,1.7,0
1347,9.5,0.9951399999999999,0.049,184.0,0.19,7.7,0
1348,9.4,0.99754,0.033,186.0,0.17,12.9,0
1349,10.2,0.9923799999999999,0.043,155.0,0.22,1.5,0
1350,13.5,0.9901200000000001,0.032,93.0,0.34,5.0,1
1351,11.4,0.9912799999999999,0.043,80.0,0.37,1.0,0
1352,9.4,0.9935200000000001,0.052000000000000005,181.0,0.25,1.2,1
1353,12.6,0.9903,0.04,124.0,0.24,6.4,1
1354,11.3,0.99234,0.046,132.0,0.24,2.4,0
1355,12.1,0.99274,0.027999999999999997,82.0,0.38,10.2,1
1356,9.0,0.9945799999999999,0.053,106.0,0.23,5.0,0
1357,9.1,0.9986,0.067,189.0,0.34,14.4,1
1358,11.2,0.99026,0.04,103.0,0.27,0.9,0
1359,8.7,0.9976,0.051,194.0,0.66,10.8,0
1360,11.9,0.9918899999999999,0.038,111.0,0.5,5.8,1
1361,10.9,0.9953,0.036000000000000004,118.0,0.33,9.1,1
1362,8.8,0.99779,0.045,153.0,0.62,10.6,0
1363,9.8,0.99382,0.043,142.0,0.1,6.4,0
1364,8.5,0.9971,0.059000000000000004,249.0,0.35,9.1,0
1365,9.5,0.9959,0.039,123.0,0.47,1.3,0
1366,9.4,0.9951200000000001,0.044000000000000004,197.0,0.16,7.9,0
1367,11.2,0.99474,0.018000000000000002,127.0,0.34,4.8,1
1368,10.4,0.99464,0.055999999999999994,171.0,0.57,10.7,1
1369,12.0,0.9907600000000001,0.021,80.0,0.37,3.2,0
1370,9.9,0.99436,0.039,125.0,0.3,6.7,0
1371,10.7,0.9943,0.051,138.0,0.23,8.5,0
1372,9.5,0.9972,0.045,187.0,0.2,12.6,0
1373,8.9,1.00241,0.057999999999999996,212.0,0.35,17.8,0
1374,9.2,0.9964,0.043,172.0,0.34,8.9,0
1375,9.8,0.99445,0.054000000000000006,175.0,0.4,2.2,0
1376,9.4,0.9986,0.052000000000000005,198.0,0.4,15.4,0
1377,11.2,0.9907,0.043,150.0,0.44,1.2,1
1378,10.2,0.9946,0.057999999999999996,105.0,0.29,5.0,1
1379,11.1,0.9912,0.03,105.0,0.25,1.4,1
1380,9.0,0.9958,0.046,173.0,0.42,6.9,0
1381,12.3,0.99234,0.031,134.0,0.32,9.0,1
1382,9.7,0.9944,0.043,149.0,0.07,6.9,0
1383,10.2,0.9937,0.042,127.0,0.5,1.8,1
1384,12.9,0.9918799999999999,0.032,113.0,0.32,9.0,1
1385,13.3,0.9880200000000001,0.025,112.0,0.3,1.3,1
1386,10.5,0.9927299999999999,0.043,154.0,0.24,1.9,0
1387,9.4,0.9959399999999999,0.055999999999999994,183.0,0.28,9.4,0
1388,9.1,0.9964,0.048,206.0,0.26,8.6,0
1389,8.7,0.9948,0.052000000000000005,104.0,0.23,3.1,0
1390,8.8,0.99975,0.044000000000000004,169.0,0.32,13.4,1
1391,8.9,0.9996,0.043,156.0,0.4,19.45,0
1392,11.3,0.9916,0.026000000000000002,93.0,0.34,1.2,1
1393,8.4,0.99429,0.052000000000000005,113.0,0.23,3.3,0
1394,10.6,0.9959,0.045,169.0,0.42,7.1,0
1395,9.0,0.9986,0.055,205.0,0.28,14.4,1
1396,12.5,0.98995,0.039,105.0,0.3,1.8,1
1397,9.5,0.9969,0.04,223.0,0.44,11.5,0
1398,8.7,0.9984,0.05,135.0,0.27,15.5,1
1399,10.1,0.99229,0.039,125.0,0.36,2.3,1
1400,10.5,0.991,0.035,151.0,0.07,1.1,0
1401,9.0,0.9978600000000001,0.08800000000000001,183.0,0.46,11.8,0
1402,9.4,0.99584,0.046,183.0,0.44,8.2,0
1403,11.5,0.9923799999999999,0.027999999999999997,78.0,0.28,7.25,1
1404,10.3,0.9967799999999999,0.039,129.0,0.41,14.2,1
1405,9.7,0.99802,0.053,182.0,0.26,12.6,0
1406,10.0,0.9982,0.047,147.0,0.37,9.4,0
1407,10.7,0.9927799999999999,0.04,168.0,0.26,4.7,1
1408,9.8,0.9932,0.051,136.0,0.4,1.2,1
1409,9.4,0.9954,0.047,200.0,0.32,1.5,0
1410,12.6,0.99164,0.027999999999999997,122.0,0.3,8.0,1
1411,10.7,0.9937,0.047,102.0,0.4,1.6,0
1412,10.8,0.99315,0.036000000000000004,101.0,0.35,1.7,1
1413,9.9,0.9928,0.031,84.0,0.35,1.2,0
1414,9.9,0.9958,0.040999999999999995,99.0,0.48,1.4,0
1415,11.4,0.9902,0.038,72.0,0.37,1.0,0
1416,11.7,0.9927,0.03,164.0,0.3,3.2,1
1417,11.1,0.99116,0.05,129.0,0.42,1.2,1
1418,11.5,0.9909,0.036000000000000004,55.0,0.4,1.4,1
1419,9.4,0.9948,0.24,174.0,0.32,4.5,0
1420,10.7,0.9958,0.04,110.0,0.32,9.3,1
1421,12.5,0.9893,0.027000000000000003,89.0,0.22,1.6,1
1422,9.8,0.99434,0.046,208.0,0.31,2.1,0
1423,12.0,0.9921200000000001,0.02,133.0,0.34,7.4,1
1424,13.6,0.9872200000000001,0.02,9.0,0.09,1.0,0
1425,12.2,0.98972,0.042,87.0,0.4,1.5,1
1426,12.9,0.98892,0.03,142.0,0.3,2.0,1
1427,11.3,0.99059,0.042,132.0,0.42,1.1,1
1428,9.6,0.9948799999999999,0.055,164.0,0.44,8.9,0
1429,8.8,0.9999,0.05,144.0,0.42,18.05,0
1430,9.5,0.9958,0.049,142.0,0.59,1.5,0
1431,8.9,0.9959,0.040999999999999995,223.0,0.18,7.5,0
1432,10.2,0.9942,0.045,100.0,0.49,1.6,0
1433,10.4,0.99305,0.043,129.0,0.34,1.6,0
1434,11.0,0.9925,0.043,90.0,0.36,1.2,1
1435,10.5,0.9966,0.062,114.0,0.32,10.4,0
1436,11.5,0.99108,0.028999999999999998,133.0,0.34,1.4,1
1437,11.2,0.9913200000000001,0.033,82.0,0.29,2.3,1
1438,9.5,0.9992,0.053,178.0,0.37,15.0,1
1439,10.6,0.9932,0.049,85.0,0.3,4.8,0
1440,10.7,0.9933200000000001,0.049,107.0,0.32,7.6,1
1441,9.0,0.9949,0.028999999999999998,104.0,0.27,4.6,0
1442,11.4,0.9909899999999999,0.022000000000000002,100.0,0.3,1.4,1
1443,11.1,0.9918,0.047,132.0,0.3,1.6,1
1444,9.0,0.9974,0.033,165.0,0.12,11.5,0
1445,10.5,0.9949600000000001,0.038,130.0,0.27,10.9,1
1446,10.2,0.9976,0.052000000000000005,158.0,0.33,11.1,1
1447,11.0,0.9915799999999999,0.047,119.0,0.26,1.1,1
1448,10.6,0.99479,0.027000000000000003,167.0,0.32,6.5,0
1449,12.0,0.9939,0.035,122.0,0.29,7.6,0
1450,10.4,0.9918,0.028999999999999998,61.0,0.52,1.7,0
1451,13.5,0.9874,0.009000000000000001,100.0,0.12,1.3,0
1452,11.8,0.991,0.033,94.0,0.38,4.75,1
1453,12.2,0.9907,0.032,107.0,0.44,1.8,1
1454,10.1,0.9944,0.037000000000000005,131.0,0.22,5.1,0
1455,9.533333333,0.9950399999999999,0.05,179.0,0.2,7.5,0
1456,10.8,0.992,0.04,75.0,0.37,1.2,0
1457,9.5,0.99718,0.055999999999999994,210.0,0.24,12.1,0
1458,12.9,0.98834,0.037000000000000005,86.0,0.27,1.3,1
1459,12.5,0.9941200000000001,0.038,79.0,0.32,14.5,0
1460,12.9,0.9908,0.03,102.0,0.26,9.7,1
1461,12.7,0.9895,0.031,163.0,0.3,2.1,1
1462,9.4,0.9968,0.043,152.0,0.33,10.1,0
1463,10.2,0.9923,0.04,107.0,0.4,1.1,1
1464,13.5,0.9896,0.040999999999999995,128.0,0.37,2.7,1
1465,13.0,0.99408,0.036000000000000004,134.0,0.27,15.5,1
1466,9.8,0.99659,0.040999999999999995,168.0,0.33,12.8,0
1467,10.3,0.99329,0.045,122.0,0.25,2.5,0
1468,9.0,0.9974,0.033,165.0,0.12,11.5,0
1469,13.5,0.9896,0.040999999999999995,128.0,0.37,2.7,1
1470,8.7,1.0,0.046,142.0,0.31,18.3,0
1471,9.0,0.9973,0.049,122.0,0.5,12.1,0
1472,10.9,0.99225,0.033,92.0,0.3,2.0,1
1473,9.1,0.99956,0.057,224.0,0.44,18.5,0
1474,12.7,0.9899,0.033,153.0,0.33,2.8,1
1475,10.1,0.9944,0.034,117.0,0.2,5.7,0
1476,11.7,0.9927,0.03,164.0,0.3,3.2,1
1477,9.5,0.9969,0.044000000000000004,165.0,0.24,12.1,0
1478,9.4,0.9986,0.052000000000000005,136.0,0.53,15.1,0
1479,11.4,0.9925,0.040999999999999995,125.0,0.42,1.5,1
1480,10.0,0.9941,0.040999999999999995,218.0,0.21,6.3,0
1481,11.8,0.9901200000000001,0.042,64.0,0.33,1.1,1
1482,9.9,0.9928600000000001,0.044000000000000004,176.0,0.22,1.4,0
1483,9.4,0.9986,0.052000000000000005,136.0,0.53,15.1,0
1484,11.9,0.99095,0.024,152.0,0.27,2.5,1
1485,9.8,1.0004,0.051,197.0,0.34,16.3,0
1486,11.1,0.9924,0.064,160.0,0.46,1.4,0
1487,12.8,0.98867,0.038,83.0,0.3,2.4,1
1488,9.0,0.9979,0.057999999999999996,192.0,0.39,14.2,1
1489,9.8,0.99659,0.040999999999999995,168.0,0.33,12.8,0
1490,12.3,0.99067,0.042,112.0,0.26,5.2,1
1491,10.8,0.9897,0.027000000000000003,21.0,0.37,0.8,0
1492,10.9,0.99406,0.039,113.0,0.28,9.8,1
1493,10.0,0.9944,0.037000000000000005,132.0,0.44,1.3,0
1494,10.8,0.9905,0.03,131.0,0.07,1.1,0
1495,9.8,0.9921399999999999,0.032,145.0,0.36,1.4,0
1496,9.8,0.99513,0.039,191.0,0.4,6.4,0
1497,11.4,0.9913,0.045,64.0,0.34,1.1,0
1498,10.2,0.9948,0.028999999999999998,124.0,0.32,7.9,0
1499,12.9,0.9888899999999999,0.032,95.0,0.28,1.3,1
1500,12.2,0.992,0.027000000000000003,97.0,0.37,6.2,1
1501,12.1,0.9911,0.027999999999999997,168.0,0.34,1.8,1
1502,9.1,0.99954,0.043,167.0,0.31,19.25,1
1503,13.2,0.98951,0.016,90.0,0.26,5.45,1
1504,11.1,0.9912,0.052000000000000005,156.0,0.38,2.0,0
1505,9.6,0.9998,0.055999999999999994,179.0,0.29,16.95,0
1506,9.7,0.9973700000000001,0.064,115.5,0.29,15.5,1
1507,9.2,0.9991,0.045,213.0,0.42,14.3,0
1508,9.3,0.9927,0.135,144.0,0.6,1.1,1
1509,12.1,0.99111,0.04,121.0,0.34,3.6,1
1510,9.3,0.9934700000000001,0.069,146.0,0.26,3.4,0
1511,8.6,0.9977,0.040999999999999995,160.0,0.69,10.2,0
1512,10.9,0.99193,0.039,129.0,0.31,1.4,0
1513,9.4,0.9974,0.053,194.0,0.5,13.3,0
1514,10.7,0.9948,0.024,135.0,0.26,5.2,1
1515,13.2,0.98882,0.034,121.0,0.24,2.1,1
1516,12.0,0.991,0.027999999999999997,93.0,0.33,1.9,1
1517,10.4,0.9928,0.063,136.0,0.39,1.3,1
1518,10.1,0.99235,0.047,93.0,0.27,3.2,1
1519,8.6,0.9942,0.039,115.0,0.3,3.1,0
1520,9.5,0.99582,0.046,174.0,0.2,7.7,0
1521,12.8,0.9912,0.033,138.0,0.32,4.1,1
1522,12.1,0.9901,0.027999999999999997,118.0,0.34,1.6,1
1523,11.7,0.9906200000000001,0.03,86.0,0.28,4.1,1
1524,9.7,0.9988,0.05,178.0,0.41,13.6,0
1525,10.46666667,0.9921200000000001,0.036000000000000004,168.0,0.14,1.3,0
1526,11.3,0.99139,0.038,152.0,0.24,3.8,1
1527,11.3,0.9917,0.042,156.0,0.49,1.1,0
1528,9.0,0.9929,0.042,108.0,0.25,1.8,0
1529,11.2,0.99066,0.043,146.0,0.42,1.1,1
1530,9.2,0.99792,0.11199999999999999,94.0,0.38,13.1,0
1531,10.4,0.9945,0.043,175.0,0.66,10.2,1
1532,11.7,0.9939,0.036000000000000004,77.0,0.42,5.1,0
1533,10.5,0.9940000000000001,0.033,126.0,0.23,7.0,0
1534,9.4,0.9947799999999999,0.209,156.0,0.3,6.5,0
1535,12.3,0.9907600000000001,0.033,76.0,0.26,4.8,1
1536,11.4,0.9917,0.031,128.0,0.3,2.0,0
1537,9.6,0.9979,0.036000000000000004,179.0,0.31,15.7,0
1538,8.9,0.99976,0.044000000000000004,184.0,0.34,13.7,0
1539,9.3,0.9927,0.13,140.0,0.57,1.1,1
1540,9.4,0.9955200000000001,0.066,176.0,0.42,6.2,0
1541,8.9,0.9959,0.040999999999999995,223.0,0.18,7.5,0
1542,12.0,0.9918,0.037000000000000005,126.0,0.32,1.4,0
1543,11.0,0.99326,0.044000000000000004,127.0,0.38,9.1,1
1544,9.0,0.998,0.049,157.0,0.2,11.5,0
1545,12.5,0.9914,0.038,98.0,0.36,5.7,1
1546,9.4,0.99579,0.04,184.0,0.19,7.8,0
1547,13.4,0.98949,0.036000000000000004,129.0,0.18,2.0,1
1548,11.4,0.9907,0.04,143.0,0.41,1.1,0
1549,9.6,0.9957,0.057,103.0,0.28,6.3,0
1550,10.7,0.9959,0.046,95.0,0.14,10.7,0
1551,11.1,0.9921,0.039,147.0,0.37,4.5,1
1552,9.8,0.9987,0.049,183.0,0.33,12.7,0
1553,11.2,0.99344,0.034,158.0,0.23,6.65,0
1554,9.2,0.99416,0.051,119.0,0.26,5.1,0
1555,12.1,0.99177,0.059000000000000004,151.0,0.28,3.7,1
1556,12.3,0.9894,0.017,102.0,0.01,1.5,1
1557,8.8,1.0001,0.05,138.0,0.25,17.1,0
1558,10.6,0.99366,0.042,167.0,0.34,1.2,0
1559,10.0,0.99397,0.05,106.0,0.3,2.3,0
1560,9.5,0.9923799999999999,0.062,122.0,0.57,1.0,0
1561,9.1,0.99834,0.051,146.0,0.31,16.4,0
1562,11.5,0.98956,0.053,99.0,0.18,1.0,0
1563,10.4,0.9924,0.046,29.0,0.34,1.3,0
1564,9.5,0.9990700000000001,0.049,210.0,0.26,15.6,0
1565,9.3,1.0004,0.05,210.0,0.64,17.0,1
1566,10.1,0.9958,0.059000000000000004,112.0,0.49,2.0,0
1567,13.4,0.98988,0.047,81.0,0.33,3.95,1
1568,10.0,0.9994200000000001,0.048,212.0,0.22,13.3,0
1569,9.1,0.9986,0.053,212.0,0.3,12.8,1
1570,9.6,0.9951399999999999,0.05,180.0,0.26,7.9,0
1571,9.0,0.9949,0.06,105.0,0.28,5.4,0
1572,11.6,0.9941,0.044000000000000004,72.0,0.35,12.5,0
1573,11.1,0.99244,0.026000000000000002,143.0,0.21,6.55,0
1574,10.4,0.99524,0.040999999999999995,127.0,0.32,12.2,1
1575,9.3,0.9986,0.055999999999999994,174.0,0.28,12.0,0
1576,10.8,0.9926,0.036000000000000004,121.0,0.27,2.1,1
1577,11.1,0.99174,0.04,111.0,0.28,1.2,0
1578,9.1,0.9986,0.053,229.0,0.3,12.8,1
1579,11.3,0.9905799999999999,0.051,122.0,0.44,1.2,1
1580,11.0,0.99455,0.048,111.0,0.34,8.9,1
1581,8.8,0.9932,0.04,169.0,0.46,1.4,0
1582,9.5,0.9954200000000001,0.05,182.0,0.21,8.2,0
1583,11.8,0.9913,0.037000000000000005,150.0,0.24,1.8,1
1584,9.4,0.9944,0.046,116.0,0.2,3.4,0
1585,9.0,0.9977799999999999,0.038,183.0,0.8,12.3,0
1586,10.9,0.99264,0.036000000000000004,92.0,0.46,1.6,0
1587,10.4,0.99454,0.046,176.0,0.54,7.0,0
1588,8.9,0.9961,0.034,203.0,0.22,8.1,0
1589,8.6,1.0024,0.057,235.0,0.49,23.5,0
1590,12.0,0.9898399999999999,0.034,129.0,0.58,1.25,1
1591,9.5,0.9969,0.05,163.0,0.28,11.5,0
1592,9.4,0.9974,0.065,119.0,0.39,12.4,0
1593,14.0,0.9894,0.025,120.0,0.21,2.6,1
1594,10.2,0.9936,0.05,136.0,0.21,3.2,0
1595,11.3,0.992,0.04,166.0,0.32,1.6,1
1596,9.1,0.9925,0.051,105.0,0.24,1.1,0
1597,9.0,0.9982700000000001,0.055999999999999994,159.0,0.21,15.7,0
1598,11.0,0.99615,0.059000000000000004,152.0,0.3,8.5,1
1599,9.5,0.99755,0.055999999999999994,175.0,0.28,11.1,0
1600,9.0,0.9978,0.044000000000000004,115.0,0.58,15.0,0
1601,12.1,0.99,0.044000000000000004,126.0,0.49,1.2,1
1602,9.9,0.9943,0.040999999999999995,145.0,0.19,5.8,0
1603,9.3,0.9937,0.07400000000000001,168.0,0.14,1.5,0
1604,10.4,0.9941,0.052000000000000005,128.0,0.35,1.5,1
1605,10.7,0.9962,0.027999999999999997,184.0,0.49,8.7,0
1606,12.0,0.99085,0.027000000000000003,92.0,0.3,4.6,1
1607,10.0,0.9929600000000001,0.049,155.0,0.22,1.3,0
1608,9.9,0.9926,0.027999999999999997,24.0,0.49,1.0,0
1609,9.2,0.9924,0.038,30.0,0.05,0.8,0
1610,11.8,0.991,0.033,94.0,0.38,4.75,1
1611,11.0,0.9925,0.046,181.0,0.25,1.6,1
1612,11.2,0.99185,0.032,148.0,0.37,1.2,0
1613,11.3,0.9913799999999999,0.035,120.0,0.27,2.6,1
1614,11.4,0.9911,0.052000000000000005,48.0,0.49,1.35,0
1615,9.0,0.99808,0.062,171.0,0.3,12.8,1
1616,11.2,0.9913799999999999,0.05,140.0,0.35,1.2,0
1617,9.3,0.99198,0.037000000000000005,127.0,0.28,0.8,0
1618,9.5,0.9927,0.049,187.0,0.47,1.4,0
1619,9.4,0.9962799999999999,0.055999999999999994,167.0,0.48,8.8,0
1620,9.4,0.9934,0.052000000000000005,185.0,0.29,1.6,0
1621,9.2,0.9932,0.043,93.0,0.03,2.7,0
1622,8.8,0.9936,0.055999999999999994,128.0,0.15,1.5,0
1623,9.0,0.993,0.036000000000000004,107.0,0.02,1.0,0
1624,12.0,0.99024,0.046,147.0,0.31,3.5,1
1625,10.3,0.99684,0.042,115.0,0.19,14.5,0
1626,10.0,0.9946,0.063,164.0,0.2,6.1,0
1627,10.2,0.992,0.044000000000000004,132.0,0.74,1.0,0
1628,12.5,0.9902799999999999,0.036000000000000004,88.0,0.3,3.8,1
1629,11.5,0.9942,0.034,84.0,0.39,6.4,0
1630,9.5,0.9990700000000001,0.049,210.0,0.26,15.6,0
1631,11.9,0.99064,0.045,118.0,0.45,2.3,1
1632,9.1,0.99976,0.083,157.0,0.25,20.2,0
1633,10.1,0.9938,0.04,169.0,0.49,1.7,0
1634,8.9,0.99505,0.040999999999999995,230.0,0.44,6.7,0
1635,12.5,0.9902799999999999,0.036000000000000004,88.0,0.3,3.8,1
1636,10.7,0.992,0.044000000000000004,158.0,0.28,4.2,1
1637,11.0,0.99634,0.04,114.0,0.34,14.05,1
1638,12.1,0.9895799999999999,0.031,123.0,0.29,1.0,1
1639,9.6,0.9939,0.09699999999999999,105.0,0.21,5.1,0
1640,9.6,0.9964200000000001,0.096,92.0,0.36,11.5,0
1641,11.9,0.99093,0.040999999999999995,154.0,0.39,1.0,0
1642,12.3,0.9908,0.033,102.0,0.39,2.3,1
1643,10.5,0.9952,0.034,160.0,0.23,5.15,1
1644,9.4,0.99471,0.158,144.0,0.24,4.9,0
1645,9.7,0.99687,0.038,111.0,0.55,11.95,0
1646,10.5,0.9926,0.054000000000000006,164.0,0.33,1.0,0
1647,11.3,0.9948,0.031,167.0,0.24,11.2,1
1648,11.5,0.9908399999999999,0.034,138.0,0.31,1.2,1
1649,10.7,0.9914200000000001,0.035,140.0,0.29,1.1,1
1650,9.5,0.998,0.046,172.0,0.24,12.1,0
1651,9.8,0.9930399999999999,0.048,173.0,0.22,2.8,0
1652,9.2,0.9933,0.034,121.0,0.24,1.2,0
1653,9.0,0.99808,0.062,171.0,0.3,12.8,1
1654,9.1,0.9971,0.07,174.0,0.2,9.9,0
1655,10.4,0.992,0.045,61.0,0.3,1.5,0
1656,10.7,0.99449,0.038,118.0,0.32,8.75,0
1657,10.6,0.9936,0.031,151.0,0.32,1.1,0
1658,11.0,0.99306,0.051,149.0,0.24,4.1,0
1659,9.5,0.9955,0.05,196.0,0.45,8.3,0
1660,9.5,0.9992,0.053,178.0,0.37,15.0,1
1661,9.5,0.9969,0.045,198.0,0.43,11.75,0
1662,12.3,0.99031,0.034,99.0,0.24,3.3,1
1663,9.7,0.99255,0.09,130.0,0.21,1.9,0
1664,11.8,0.9898,0.042,98.0,0.32,1.2,1
1665,12.4,0.9896799999999999,0.03,98.0,0.3,1.3,1
1666,11.0,0.99326,0.044000000000000004,127.0,0.38,9.1,1
1667,9.5,0.9955799999999999,0.044000000000000004,188.0,0.18,8.5,0
1668,12.0,0.9900899999999999,0.04,101.0,0.37,1.6,0
1669,10.3,0.9924200000000001,0.036000000000000004,49.0,0.3,1.3,0
1670,10.2,0.9966,0.036000000000000004,172.0,0.33,9.7,0
1671,11.5,0.9916799999999999,0.032,84.0,0.28,2.5,0
1672,11.3,0.9922,0.045,138.0,0.24,3.9,1
1673,9.0,0.99865,0.052000000000000005,197.0,0.19,13.7,0
1674,10.2,0.9938,0.04,77.0,0.29,2.2,0
1675,8.8,0.9972,0.042,153.0,0.5,11.6,0
1676,11.4,0.9904700000000001,0.023,105.0,0.38,1.15,0
1677,8.8,0.998,0.05,204.0,0.24,13.1,0
1678,10.9,0.9917600000000001,0.057,138.0,0.39,2.0,0
1679,11.3,0.99093,0.046,182.0,0.25,2.5,0
1680,9.7,0.996,0.051,187.0,0.19,8.2,0
1681,12.0,0.9921200000000001,0.02,133.0,0.34,7.4,1
1682,13.2,0.9895799999999999,0.027999999999999997,100.0,0.28,4.0,1
1683,9.6,0.9954,0.03,118.0,0.45,5.4,0
1684,9.3,0.99335,0.049,173.0,0.27,1.4,0
1685,9.3,0.9929,0.048,138.0,0.49,1.1,0
1686,9.1,0.9986,0.053,229.0,0.3,12.8,1
1687,10.8,0.9925,0.043,149.0,0.33,1.6,0
1688,9.4,0.9963,0.053,151.0,0.53,10.1,0
1689,9.0,0.99398,0.05,86.0,0.12,4.5,0
1690,8.7,0.9984,0.05,135.0,0.27,15.5,1
1691,9.0,0.99792,0.051,149.0,0.28,14.7,1
1692,10.0,0.9964,0.063,201.0,0.28,4.8,0
1693,9.1,0.9986,0.053,229.0,0.3,12.8,1
1694,9.1,0.99675,0.034,133.0,0.22,8.9,0
1695,11.9,0.9934,0.039,108.0,0.49,7.4,1
1696,10.8,0.99211,0.053,186.0,0.36,1.3,0
1697,12.6,0.9912,0.038,152.0,0.49,1.8,1
1698,8.9,0.9986,0.05,200.0,0.36,13.1,1
1699,11.7,0.9918,0.036000000000000004,115.0,0.39,1.4,0
1700,9.0,0.9939,0.04,125.0,0.17,2.8,0
1701,9.4,0.9934,0.049,86.0,0.26,1.9,0
1702,9.5,0.9973,0.047,162.0,0.19,12.4,0
1703,10.8,0.9926,0.043,149.0,0.3,5.4,1
1704,12.9,0.9900100000000001,0.102,76.0,0.53,2.1,0
1705,11.4,0.9906,0.019,68.0,0.09,1.6,1
1706,11.5,0.9923799999999999,0.027999999999999997,78.0,0.28,7.25,1
1707,10.6,0.9915,0.042,60.0,0.4,1.1,0
1708,8.9,0.9941,0.055,84.0,0.14,1.2,0
1709,10.6,0.9953,0.055,167.0,0.4,5.2,1
1710,12.4,0.9918,0.026000000000000002,101.0,0.29,4.1,0
1711,9.0,0.99792,0.051,149.0,0.28,14.7,1
1712,9.4,0.99579,0.04,184.0,0.19,7.8,0
1713,9.0,0.9993,0.084,222.0,0.41,16.8,0
1714,10.0,0.9963,0.040999999999999995,146.0,0.27,10.9,0
1715,9.3,1.00098,0.063,282.0,0.56,16.45,0
1716,8.8,1.0,0.046,133.0,0.36,18.1,0
1717,10.7,0.9932,0.032,148.0,0.49,1.3,1
1718,9.5,0.99782,0.048,189.0,0.28,13.55,1
1719,12.0,0.99216,0.036000000000000004,140.0,0.31,9.1,1
1720,8.9,0.9959,0.042,219.0,0.17,7.6,0
1721,10.0,0.9956,0.048,251.0,0.3,6.4,0
1722,10.9,0.99406,0.039,113.0,0.28,9.8,1
1723,9.7,0.9984,0.051,173.0,0.36,6.2,0
1724,13.4,0.9914299999999999,0.038,132.0,0.62,7.5,1
1725,9.2,0.99736,0.04,116.0,0.18,15.0,0
1726,9.9,0.9934,0.045,214.0,0.34,2.3,1
1727,8.9,0.9986,0.05,200.0,0.36,13.1,1
1728,11.0,0.991,0.047,127.0,0.29,1.2,1
1729,11.2,0.9965,0.055999999999999994,164.0,0.49,8.2,1
1730,11.9,0.9906,0.031,111.0,0.04,2.5,0
1731,9.9,0.998,0.051,173.0,0.33,12.6,0
1732,10.4,0.9919,0.037000000000000005,119.0,0.28,1.5,1
1733,9.8,0.99795,0.039,165.0,0.31,11.4,1
1734,11.5,0.9924,0.054000000000000006,104.0,0.31,2.3,1
1735,10.5,0.9963,0.049,124.0,0.18,10.5,0
1736,9.3,1.00014,0.047,193.0,0.32,18.75,1
1737,11.9,0.99,0.036000000000000004,98.0,0.39,1.9,1
1738,10.5,0.9921200000000001,0.036000000000000004,168.0,0.14,1.3,0
1739,12.4,0.9900700000000001,0.016,113.0,0.42,5.0,1
1740,8.7,1.00013,0.044000000000000004,191.0,0.73,14.35,0
1741,10.0,0.99335,0.049,135.0,0.34,2.6,0
1742,10.5,0.9950700000000001,0.033,97.0,0.28,11.1,1
1743,11.94,0.99172,0.035,117.0,0.22,7.3,1
1744,9.8,0.99356,0.271,140.0,0.2,1.6,0
1745,11.3,0.991,0.027000000000000003,125.0,0.39,3.2,1
1746,8.8,0.9966200000000001,0.079,122.0,0.32,10.3,0
1747,8.7,1.0,0.046,142.0,0.31,18.3,0
1748,9.5,0.9935,0.04,118.0,0.49,4.9,1
1749,9.1,0.9998,0.057999999999999996,134.0,0.49,15.55,1
1750,8.8,0.99803,0.055999999999999994,176.5,0.48,12.4,0
1751,10.1,0.9942,0.035,142.0,0.21,5.1,1
1752,10.7,0.9951,0.037000000000000005,155.0,0.33,6.7,1
1753,11.4,0.9914,0.033,148.0,0.4,1.6,0
1754,9.3,0.9951,0.13699999999999998,163.0,0.31,5.3,0
1755,11.4,0.9906799999999999,0.036000000000000004,114.0,0.32,1.6,1
1756,10.3,0.996,0.049,123.0,0.36,2.4,0
1757,9.5,0.997,0.05,205.0,0.35,13.1,0
1758,11.0,0.9918,0.037000000000000005,74.0,0.38,1.0,0
1759,10.9,0.9913,0.046,121.0,0.31,2.9,1
1760,9.9,0.9946,0.040999999999999995,159.0,0.74,4.6,0
